name,pctwhite,pctblack,pctapi,pctaian,pcthispanic
,99.19,0,0,0,(S)
,98.37,(S),0,0,(S)
,9.76,(S),44.72,(S),4.88
,96.75,(S),(S),(S),0
,46.34,43.9,(S),0,(S)
,95.12,0,0,(S),(S)
,95.12,(S),0,(S),(S)
,96.75,(S),0,0,(S)
,95.12,0,0,0,4.88
,(S),(S),97.56,0,0
,87.8,(S),(S),0,7.32
,95.12,0,0,0,4.88
,95.12,(S),4.07,0,(S)
,(S),94.31,0,0,(S)
,90.24,(S),(S),0,4.88
,93.5,(S),0,0,4.07
,97.56,(S),0,0,(S)
,98.37,(S),0,0,0
,98.37,(S),0,0,0
,91.06,(S),0,0,(S)
,95.12,0,0,(S),(S)
,89.43,0,(S),0,6.5
,89.43,4.88,(S),0,(S)
,34.15,57.72,0,(S),(S)
,90.24,(S),0,0,(S)
,99.19,(S),0,0,(S)
,92.68,(S),0,0,(S)
,96.75,(S),0,0,(S)
,(S),(S),0,0,94.31
,10.57,0,68.29,0,7.32
,91.06,(S),0,0,7.32
,39.02,13.01,43.9,(S),(S)
,95.12,(S),(S),0,4.07
,24.39,(S),40.65,(S),4.07
,97.56,(S),0,0,(S)
,96.75,(S),0,0,(S)
,94.31,(S),(S),0,4.88
,94.31,0,(S),(S),(S)
,96.75,(S),0,0,(S)
,93.5,0,(S),0,4.88
,84.55,(S),4.88,(S),0
,95.93,0,0,0,(S)
,41.46,(S),53.66,0,(S)
,88.62,(S),0,4.07,4.07
,(S),95.93,0,0,(S)
,39.84,5.69,(S),0,51.22
,97.56,(S),(S),0,(S)
,30.08,0,23.58,0,30.89
,96.75,(S),0,0,(S)
,85.37,(S),(S),0,5.69
,85.37,0,(S),0,12.2
,84.55,(S),(S),4.88,5.69
,98.37,(S),0,0,0
,89.43,0,4.88,0,(S)
,94.31,(S),(S),0,4.88
,90.24,(S),(S),0,7.32
,(S),93.5,0,0,0
,93.5,0,(S),0,(S)
,98.37,0,(S),0,(S)
,98.37,0,0,(S),(S)
,96.75,0,(S),0,(S)
,97.56,0,(S),0,(S)
,100,0,0,0,0
,100,0,0,0,0
,66.67,24.39,(S),(S),6.5
,95.12,(S),0,(S),4.07
,94.31,(S),(S),0,(S)
,93.5,0,0,0,6.5
,91.87,(S),0,0,(S)
,11.38,(S),(S),0,85.37
,99.19,0,0,0,(S)
,(S),0,95.12,0,(S)
,7.32,0,0,(S),88.62
,95.93,0,0,0,(S)
,91.87,0,(S),0,(S)
,8.94,(S),84.55,0,(S)
,98.37,(S),0,0,(S)
,95.12,0,(S),0,(S)
,(S),95.93,0,0,0
,5.69,0,92.68,0,(S)
,97.56,(S),0,0,(S)
,(S),98.37,(S),0,0
,92.68,(S),(S),0,4.07
,97.56,0,0,0,(S)
,97.56,0,(S),0,(S)
,96.75,(S),0,0,(S)
,97.56,0,(S),0,(S)
,94.31,(S),(S),0,4.88
,79.67,(S),(S),0,17.07
,91.06,0,(S),(S),4.88
,92.68,(S),4.07,0,(S)
,93.5,0,(S),(S),4.88
,95.93,(S),(S),0,(S)
,91.06,(S),(S),0,4.88
,95.12,(S),(S),0,(S)
,(S),(S),97.56,0,0
,41.46,53.66,0,0,0
,100,0,0,0,0
,56.1,(S),5.69,0,(S)
,96.75,(S),0,0,(S)
,98.37,(S),0,0,(S)
,92.68,0,0,0,7.32
,99.19,(S),0,0,(S)
,98.37,(S),0,0,(S)
,(S),0,99.19,0,(S)
,93.5,(S),0,0,(S)
,99.19,(S),0,0,(S)
,84.55,(S),(S),0,7.32
,95.12,(S),(S),0,4.07
,95.93,0,(S),0,0
,83.74,(S),(S),0,4.07
,8.13,0,81.3,(S),(S)
,99.19,(S),0,0,(S)
,96.75,0,0,0,(S)
,97.56,0,0,(S),(S)
,95.12,0,(S),0,(S)
,10.57,(S),82.11,0,(S)
,86.18,(S),(S),0,6.5
,91.06,0,(S),(S),4.07
,99.19,(S),0,0,(S)
,97.56,0,0,0,(S)
,(S),0,93.5,0,0
,92.68,(S),0,(S),6.5
,56.91,0,(S),0,40.65
,35.77,56.91,0,4.07,(S)
,95.12,0,(S),0,(S)
,95.12,0,(S),0,(S)
,97.56,0,(S),0,0
,95.12,(S),(S),0,4.07
,60.98,35.77,0,0,(S)
,91.06,(S),0,0,7.32
,97.56,0,(S),0,0
,86.99,(S),(S),0,4.07
,91.87,(S),(S),0,4.88
,88.62,(S),0,0,7.32
,50.41,38.21,0,9.76,(S)
,95.93,0,(S),0,(S)
,96.75,(S),0,0,(S)
,99.19,0,(S),0,(S)
,95.12,(S),0,0,(S)
,89.43,0,(S),0,5.69
,93.5,4.88,0,0,(S)
,(S),0,96.75,0,0
,99.19,(S),0,0,(S)
,0,(S),92.68,0,(S)
,96.75,0,(S),0,0
,97.56,0,(S),0,(S)
,96.75,0,0,0,(S)
,88.62,0,(S),(S),5.69
,39.02,8.13,46.34,(S),4.88
,61.79,34.96,0,0,(S)
,65.04,0,0,0,34.96
,11.38,4.07,0,0,84.55
,89.43,8.94,0,0,(S)
,23.58,13.01,54.47,(S),(S)
,98.37,0,(S),0,(S)
,98.37,0,(S),0,0
,4.07,(S),87.8,0,(S)
,91.06,(S),(S),0,5.69
,91.87,0,(S),0,(S)
,95.93,(S),(S),0,(S)
,7.32,71.54,17.07,0,(S)
,99.19,(S),0,0,(S)
,44.72,(S),25.2,(S),21.95
,4.07,(S),79.67,(S),4.07
,29.27,29.27,30.08,0,4.88
,100,0,0,0,0
,92.68,0,(S),(S),4.07
,93.5,0,0,(S),(S)
,37.4,50.41,0,(S),(S)
,0,0,0,0,100
,17.07,69.11,0,(S),9.76
,34.15,58.54,(S),0,(S)
,95.93,0,(S),0,(S)
,93.5,(S),0,0,(S)
,97.56,(S),0,0,(S)
,88.62,(S),0,7.32,0
,99.19,(S),0,0,(S)
,96.75,(S),0,0,(S)
,97.56,0,0,0,(S)
,95.12,0,(S),0,(S)
,93.5,(S),0,0,(S)
,95.93,0,(S),0,(S)
,97.56,(S),0,0,(S)
,95.12,0,(S),0,(S)
,90.24,8.13,0,(S),(S)
,97.56,(S),0,0,(S)
,95.12,(S),(S),0,4.07
,89.43,0,0,0,10.57
,86.99,(S),0,4.07,(S)
,98.37,0,0,0,(S)
,100,0,0,0,0
,95.12,(S),(S),0,4.07
,98.37,(S),(S),0,0
,91.87,(S),0,(S),(S)
,82.11,0,4.07,(S),9.76
,5.69,(S),13.82,0,78.05
,96.75,0,0,(S),0
,22.76,(S),39.84,0,33.33
,11.38,25.2,50.41,(S),(S)
,85.37,0,7.32,7.32,0
,99.19,0,0,0,(S)
,32.52,52.03,(S),7.32,6.5
,85.37,0,(S),0,(S)
,96.75,(S),0,0,(S)
,100,0,0,0,0
,5.69,(S),85.37,(S),(S)
,93.5,(S),(S),0,(S)
,99.19,0,(S),0,(S)
,99.19,(S),0,0,(S)
,97.56,(S),0,0,(S)
,95.93,(S),(S),0,(S)
,(S),34.15,30.08,(S),4.88
,83.74,13.82,0,(S),(S)
,(S),0,86.18,0,10.57
,99.19,0,(S),0,(S)
,97.56,(S),0,0,(S)
,93.5,(S),(S),0,(S)
,(S),0,0,0,96.75
,97.56,(S),0,0,(S)
,96.75,0,(S),0,(S)
,88.62,0,0,0,11.38
,89.43,0,0,4.07,(S)
,39.02,(S),(S),0,57.72
,95.12,0,0,0,4.88
,91.06,(S),0,0,4.88
,100,0,0,0,0
,94.31,(S),0,0,(S)
,95.93,0,0,0,(S)
,97.56,0,(S),0,0
,94.31,(S),4.88,0,(S)
,91.06,0,(S),0,4.07
,92.68,(S),(S),0,6.5
,87.8,(S),4.88,0,5.69
,98.37,0,(S),0,(S)
,97.56,(S),0,0,(S)
,79.67,10.57,6.5,(S),(S)
,91.06,(S),(S),0,(S)
,100,0,0,0,0
,84.55,0,4.07,0,0
,99.19,(S),0,0,(S)
,99.19,(S),0,0,(S)
,(S),75.61,(S),(S),(S)
,9.76,0,60.16,0,18.7
,99.19,0,(S),0,(S)
,94.31,(S),0,0,4.88
,94.31,(S),(S),0,(S)
,98.37,0,0,0,(S)
,98.37,(S),0,0,(S)
,70.73,5.69,6.5,0,17.07
,92.68,0,(S),(S),(S)
,98.37,0,(S),0,0
,48.78,4.88,21.95,(S),22.76
,88.62,0,0,0,6.5
,(S),(S),86.99,0,7.32
,28.46,(S),39.02,(S),8.13
,93.5,0,(S),0,(S)
,(S),(S),70.73,0,24.39
,99.19,(S),0,0,(S)
,95.93,0,(S),0,(S)
,94.31,0,(S),0,(S)
,95.12,0,0,0,4.88
,99.19,0,0,0,(S)
,98.37,0,0,0,(S)
,91.06,0,0,0,8.94
,7.32,75.61,(S),(S),12.2
,15.45,76.42,0,(S),(S)
,89.43,(S),(S),0,7.32
,(S),0,97.56,(S),0
,98.37,0,(S),0,(S)
,97.56,0,0,(S),(S)
,94.31,0,(S),(S),0
,95.12,0,(S),0,(S)
,91.87,(S),(S),0,4.07
,97.56,0,0,0,(S)
,96.75,0,(S),0,0
,97.56,(S),0,0,(S)
,86.99,(S),(S),(S),6.5
,99.19,0,0,0,(S)
,94.31,(S),(S),0,(S)
,(S),95.93,0,0,0
,90.24,0,0,0,9.76
,96.75,(S),0,0,(S)
,93.5,0,(S),0,(S)
,93.5,0,(S),0,(S)
,95.93,0,(S),0,(S)
,94.31,(S),0,0,4.07
,89.43,8.13,0,0,(S)
,58.54,27.64,(S),(S),4.88
,96.75,0,0,0,(S)
,95.12,(S),(S),0,(S)
,59.35,12.2,(S),(S),23.58
,90.24,0,0,(S),8.13
,93.5,0,(S),0,4.07
,100,0,0,0,0
,96.75,(S),(S),0,(S)
,99.19,(S),0,0,(S)
,91.87,0,(S),(S),5.69
,94.31,(S),0,0,4.88
,98.37,(S),0,0,(S)
,91.87,(S),(S),0,(S)
,91.06,(S),(S),0,5.69
,7.32,(S),0,79.67,8.94
,92.68,(S),(S),(S),(S)
,39.84,6.5,45.53,(S),4.88
,98.37,0,0,0,(S)
,(S),0,0,95.93,(S)
,89.43,4.07,(S),0,(S)
,95.93,0,(S),0,(S)
,98.37,0,(S),(S),0
,9.76,47.97,(S),28.46,(S)
,62.6,25.2,(S),(S),7.32
,83.74,0,11.38,0,(S)
,75.61,0,(S),0,(S)
,92.68,(S),(S),0,(S)
,(S),(S),92.68,0,4.88
,65.04,(S),6.5,(S),21.95
,93.5,0,(S),0,(S)
,42.28,5.69,4.88,(S),43.09
,95.93,(S),0,(S),0
,99.19,0,(S),0,(S)
,14.63,0,43.9,0,10.57
,10.57,(S),(S),0,87.8
,96.75,(S),0,0,(S)
,86.99,0,(S),0,8.94
,0,0,86.99,0,0
,93.5,0,(S),0,(S)
,95.12,0,(S),0,(S)
,99.19,0,0,0,(S)
,94.31,0,0,0,(S)
,92.68,(S),0,0,4.07
,95.93,0,0,0,0
,44.72,47.15,(S),0,(S)
,27.64,0,0,0,72.36
,100,0,0,0,0
,98.37,(S),0,0,0
,100,0,0,0,0
,97.56,(S),0,0,(S)
,92.68,0,(S),(S),0
,96.75,0,0,0,(S)
,98.37,(S),0,0,(S)
,82.11,9.76,(S),(S),7.32
,98.37,0,0,0,(S)
,8.13,(S),0,70.73,(S)
,24.39,(S),55.28,(S),10.57
,98.37,0,0,0,(S)
,100,0,0,0,0
,80.49,0,(S),0,15.45
,93.5,6.5,0,0,0
,84.55,4.88,(S),0,4.07
,95.12,(S),(S),0,(S)
,97.56,0,(S),0,0
,16.26,70.73,(S),0,(S)
,99.19,0,0,0,(S)
,98.37,(S),0,0,(S)
,92.68,(S),(S),0,6.5
,95.12,(S),0,(S),(S)
,79.67,8.13,(S),0,8.94
,97.56,0,0,0,(S)
,(S),93.5,0,0,(S)
,97.56,0,(S),0,0
,52.03,40.65,(S),(S),6.5
,98.37,(S),0,0,(S)
,7.32,(S),4.07,(S),84.55
,92.68,(S),0,0,6.5
,94.31,(S),0,0,4.88
,97.56,(S),0,0,0
,100,0,0,0,0
,4.07,0,73.17,0,17.07
,94.31,(S),(S),0,4.07
,80.49,0,11.38,(S),(S)
,91.06,(S),0,0,5.69
,93.5,(S),0,0,(S)
,95.12,0,0,0,(S)
,99.19,0,(S),0,(S)
,(S),(S),81.3,0,7.32
,92.68,(S),0,0,4.88
,87.8,(S),0,0,8.94
,95.93,0,0,(S),(S)
,5.69,(S),93.5,0,(S)
,82.93,8.94,(S),(S),(S)
,94.31,0,(S),0,(S)
,93.5,0,(S),0,(S)
,95.12,(S),(S),0,4.07
,87.8,(S),0,0,10.57
,7.32,(S),36.59,(S),12.2
,88.62,5.69,(S),0,4.88
,98.37,0,(S),0,(S)
,90.24,(S),(S),0,(S)
,88.62,(S),4.88,0,4.07
,95.12,0,(S),(S),(S)
,93.5,0,(S),0,(S)
,92.68,(S),0,(S),(S)
,99.19,(S),0,0,(S)
,82.11,0,15.45,0,(S)
,95.12,(S),(S),0,(S)
,(S),95.93,(S),0,0
,39.02,14.63,28.46,(S),(S)
,16.26,18.7,46.34,5.69,4.88
,100,0,0,0,0
,82.11,0,(S),0,14.63
,87.8,(S),(S),0,5.69
,88.62,(S),8.13,0,(S)
,55.28,(S),(S),0,39.02
,87.8,(S),(S),0,(S)
,95.93,0,0,(S),(S)
,14.63,(S),(S),0,82.93
,92.68,6.5,(S),0,(S)
,99.19,0,0,0,(S)
,91.06,4.07,(S),0,(S)
,96.75,(S),0,0,(S)
,96.75,0,(S),0,(S)
,75.61,4.88,(S),(S),17.07
,96.75,0,0,(S),0
,90.24,(S),0,0,5.69
,69.11,14.63,4.88,(S),7.32
,87.8,(S),(S),0,7.32
,92.68,(S),(S),(S),0
,99.19,(S),0,0,(S)
,97.56,(S),0,0,(S)
,94.31,(S),0,0,4.07
,95.12,(S),(S),0,(S)
,75.61,4.88,0,0,19.51
,97.56,0,(S),0,(S)
,99.19,0,(S),0,(S)
,90.24,0,(S),0,(S)
,92.68,0,0,(S),4.07
,94.31,(S),(S),0,(S)
,95.12,0,(S),(S),(S)
,91.87,0,(S),(S),4.07
,94.31,(S),0,0,4.07
,(S),0,94.31,0,0
,5.69,0,0,0,94.31
,95.93,(S),0,0,(S)
,21.95,(S),11.38,0,65.04
,86.18,9.76,(S),0,(S)
,91.87,(S),(S),0,4.88
,10.57,(S),0,0,86.99
,89.43,0,0,0,0
,95.93,0,0,0,4.07
,4.07,(S),84.55,(S),(S)
,70.73,14.63,(S),0,11.38
,95.08,0,0,0,4.92
,94.26,(S),(S),0,(S)
,90.98,0,(S),0,7.38
,93.44,0,0,(S),(S)
,100,0,0,0,0
,95.08,0,(S),(S),0
,87.7,0,0,6.56,0
,97.54,(S),0,0,(S)
,95.08,0,(S),0,(S)
,96.72,0,(S),0,(S)
,7.38,4.92,35.25,0,52.46
,58.2,30.33,(S),(S),4.1
,95.9,0,0,(S),0
,37.7,0,45.9,0,11.48
,7.38,0,0,0,92.62
,95.9,(S),(S),0,0
,72.95,(S),(S),0,22.95
,92.62,(S),0,0,6.56
,95.9,0,(S),0,(S)
,6.56,0,76.23,0,8.2
,100,0,0,0,0
,6.56,(S),18.03,0,72.95
,88.52,(S),0,(S),9.02
,99.18,(S),0,0,(S)
,94.26,0,(S),0,(S)
,81.97,13.93,0,0,(S)
,90.16,0,(S),0,7.38
,63.93,14.75,18.03,0,(S)
,89.34,7.38,0,0,(S)
,67.21,5.74,4.92,(S),18.85
,90.98,7.38,0,0,(S)
,80.33,10.66,(S),0,(S)
,(S),96.72,0,0,0
,97.54,(S),0,0,(S)
,80.33,8.2,(S),0,9.02
,93.44,4.92,0,0,(S)
,75.41,0,0,0,7.38
,95.08,(S),0,0,(S)
,22.13,5.74,9.02,0,57.38
,100,0,0,0,0
,9.02,(S),81.97,0,(S)
,8.2,(S),87.7,0,0
,(S),0,0,(S),98.36
,0,0,100,0,0
,91.8,(S),(S),0,(S)
,90.98,(S),0,0,5.74
,99.18,0,(S),0,(S)
,94.26,(S),0,(S),0
,99.18,(S),0,0,(S)
,90.98,(S),(S),0,4.1
,93.44,0,(S),0,(S)
,4.1,(S),86.07,0,(S)
,90.16,(S),(S),0,4.1
,85.25,4.92,(S),(S),4.1
,91.8,0,(S),0,5.74
,97.54,0,0,0,(S)
,7.38,(S),0,0,90.16
,38.52,57.38,0,0,(S)
,93.44,(S),(S),0,4.92
,51.64,20.49,7.38,0,11.48
,99.18,(S),0,0,(S)
,100,0,0,0,0
,95.9,(S),0,0,(S)
,90.16,5.74,0,0,(S)
,97.54,0,(S),0,0
,98.36,(S),0,0,0
,95.08,0,0,(S),(S)
,16.39,(S),70.49,0,12.3
,81.15,(S),(S),0,5.74
,80.33,(S),(S),0,13.11
,90.16,0,0,(S),7.38
,84.43,(S),(S),0,9.02
,82.79,(S),0,0,14.75
,55.74,22.13,(S),(S),13.11
,91.8,(S),0,0,4.1
,97.54,0,0,0,(S)
,90.16,0,(S),0,(S)
,97.54,(S),0,0,(S)
,92.62,(S),(S),(S),(S)
,86.89,(S),(S),8.2,(S)
,95.9,0,0,(S),(S)
,99.18,0,0,(S),(S)
,9.84,24.59,49.18,0,11.48
,100,0,0,0,0
,94.26,(S),0,0,4.1
,91.8,(S),(S),0,5.74
,93.44,(S),0,0,5.74
,86.89,(S),0,0,(S)
,93.44,5.74,(S),0,(S)
,6.56,0,0,0,93.44
,19.67,(S),72.95,0,(S)
,4.1,(S),0,(S),94.26
,63.93,11.48,(S),0,21.31
,94.26,(S),0,(S),(S)
,97.54,0,(S),0,0
,12.3,0,5.74,0,81.97
,(S),0,13.93,(S),81.15
,10.66,0,0,0,89.34
,36.07,61.48,0,(S),(S)
,81.97,0,0,0,12.3
,96.72,0,(S),0,(S)
,86.89,8.2,(S),0,(S)
,93.44,(S),0,0,4.92
,(S),(S),88.52,0,4.92
,93.44,(S),0,0,(S)
,27.87,64.75,(S),(S),0
,99.18,0,0,0,(S)
,82.79,(S),8.2,0,(S)
,8.2,(S),86.89,0,(S)
,45.9,(S),0,(S),50.82
,97.54,0,(S),0,(S)
,(S),0,95.08,(S),0
,77.87,12.3,0,(S),7.38
,99.18,(S),0,0,(S)
,97.54,(S),0,0,(S)
,92.62,(S),(S),0,4.92
,79.51,5.74,(S),0,(S)
,99.18,(S),0,0,(S)
,(S),0,88.52,0,(S)
,41.8,54.1,0,0,(S)
,90.16,7.38,(S),0,(S)
,90.98,(S),0,(S),7.38
,95.9,(S),0,(S),0
,86.07,(S),(S),0,5.74
,95.08,0,0,0,4.92
,99.18,(S),0,0,(S)
,98.36,(S),0,0,(S)
,98.36,0,(S),0,(S)
,100,0,0,0,0
,95.9,0,(S),0,0
,100,0,0,0,0
,91.8,(S),(S),0,0
,98.36,(S),0,0,(S)
,95.9,(S),(S),0,(S)
,91.8,(S),0,0,6.56
,95.9,0,0,0,(S)
,94.26,0,(S),0,(S)
,98.36,0,(S),(S),0
,95.9,0,0,0,0
,95.08,0,(S),(S),(S)
,93.44,(S),(S),0,(S)
,93.44,(S),0,0,5.74
,(S),89.34,(S),0,(S)
,91.8,0,(S),0,(S)
,93.44,(S),(S),(S),(S)
,81.97,9.02,(S),0,(S)
,99.18,0,0,0,(S)
,(S),0,98.36,0,0
,(S),96.72,(S),0,(S)
,17.21,(S),70.49,0,(S)
,(S),0,95.9,(S),0
,77.05,18.03,0,(S),(S)
,37.7,6.56,49.18,(S),(S)
,97.54,(S),0,0,(S)
,85.25,13.93,(S),0,(S)
,52.46,(S),16.39,(S),23.77
,95.08,(S),(S),0,(S)
,90.98,0,4.1,0,(S)
,90.98,(S),0,0,(S)
,97.54,0,0,0,(S)
,94.26,0,(S),(S),(S)
,100,0,0,0,0
,96.72,0,(S),0,(S)
,96.72,(S),0,0,(S)
,100,0,0,0,0
,99.18,(S),0,0,(S)
,90.16,(S),5.74,0,(S)
,98.36,(S),0,0,(S)
,88.52,0,(S),(S),9.02
,93.44,(S),(S),(S),(S)
,98.36,0,0,0,(S)
,92.62,(S),0,0,4.92
,5.74,(S),86.89,0,(S)
,4.1,0,5.74,0,90.16
,95.08,(S),0,0,(S)
,10.66,0,0,0,89.34
,97.54,0,(S),0,0
,0,0,0,0,100
,9.02,82.79,(S),0,(S)
,93.44,(S),0,0,(S)
,98.36,(S),0,0,(S)
,97.54,(S),(S),0,0
,20.49,(S),(S),0,77.05
,68.85,26.23,(S),(S),(S)
,96.72,0,(S),0,0
,90.98,0,(S),(S),(S)
,95.08,0,0,(S),(S)
,4.1,(S),71.31,(S),4.92
,95.9,0,(S),0,(S)
,91.8,(S),0,(S),7.38
,95.08,(S),(S),0,(S)
,94.26,(S),(S),0,4.92
,(S),0,87.7,0,(S)
,6.56,(S),86.89,(S),(S)
,84.43,4.92,5.74,0,(S)
,89.34,0,0,0,6.56
,18.03,0,64.75,0,8.2
,45.9,6.56,6.56,(S),36.07
,96.72,(S),(S),0,(S)
,95.9,(S),(S),0,(S)
,90.98,(S),(S),(S),(S)
,100,0,0,0,0
,91.8,(S),0,0,7.38
,4.1,0,37.7,0,37.7
,83.61,(S),(S),(S),4.1
,97.54,(S),0,0,(S)
,(S),(S),(S),0,95.08
,60.66,(S),(S),0,31.97
,(S),95.08,(S),0,0
,98.36,0,(S),0,(S)
,4.1,(S),9.02,0,86.07
,96.72,(S),0,0,(S)
,13.93,(S),(S),0,83.61
,93.44,(S),0,0,(S)
,81.15,(S),(S),0,13.93
,92.62,(S),(S),(S),(S)
,100,0,0,0,0
,96.72,(S),0,0,(S)
,96.72,(S),(S),0,(S)
,98.36,0,0,0,(S)
,97.54,0,(S),0,(S)
,94.26,0,(S),0,(S)
,(S),96.72,0,0,0
,86.07,(S),(S),0,0
,(S),0,90.16,0,(S)
,96.72,0,(S),0,(S)
,90.98,(S),(S),0,8.2
,95.08,0,0,0,0
,81.97,(S),(S),0,(S)
,91.8,0,(S),0,5.74
,94.26,0,(S),(S),(S)
,(S),(S),0,0,95.9
,100,0,0,0,0
,95.9,0,0,0,(S)
,46.72,(S),39.34,(S),4.92
,82.79,(S),(S),4.1,8.2
,9.02,83.61,(S),0,(S)
,84.43,(S),11.48,(S),(S)
,98.36,0,0,0,(S)
,79.51,14.75,(S),0,(S)
,95.08,0,(S),0,(S)
,94.26,(S),(S),0,4.92
,97.54,0,0,(S),(S)
,36.89,13.11,42.62,(S),(S)
,95.9,0,(S),0,(S)
,98.36,0,0,(S),(S)
,95.08,(S),0,0,(S)
,0,14.75,81.97,0,(S)
,4.92,0,73.77,0,13.11
,40.16,43.44,(S),4.92,7.38
,78.69,4.1,(S),(S),4.1
,92.62,0,(S),(S),4.1
,74.59,(S),4.1,0,18.85
,(S),(S),0,0,98.36
,4.92,(S),0,(S),94.26
,80.33,0,16.39,0,(S)
,(S),93.44,(S),0,(S)
,100,0,0,0,0
,4.92,(S),86.07,0,(S)
,100,0,0,0,0
,95.08,0,0,0,4.92
,86.07,(S),9.84,0,(S)
,92.62,(S),(S),0,5.74
,95.08,(S),(S),0,0
,95.9,0,0,0,4.1
,94.26,0,0,0,5.74
,96.72,(S),0,0,0
,95.9,0,0,0,(S)
,95.9,0,(S),0,(S)
,94.26,(S),0,0,4.92
,90.98,0,(S),0,6.56
,94.26,(S),0,0,4.1
,99.18,(S),0,0,(S)
,94.26,(S),0,0,4.1
,96.72,0,0,0,(S)
,99.18,(S),0,0,(S)
,92.62,(S),0,0,5.74
,97.54,0,(S),(S),0
,91.8,(S),(S),0,4.1
,95.08,0,0,0,4.92
,84.43,0,(S),(S),7.38
,98.36,0,(S),(S),0
,100,0,0,0,0
,88.52,(S),(S),0,4.92
,32.79,(S),62.3,0,0
,22.13,32.79,(S),0,42.62
,6.56,0,56.56,0,13.93
,31.15,(S),67.21,0,(S)
,96.72,(S),(S),0,(S)
,95.9,0,0,0,0
,31.97,0,63.11,0,(S)
,95.9,0,0,(S),(S)
,95.08,0,0,0,4.92
,92.62,(S),(S),(S),0
,95.08,0,0,0,4.92
,95.08,0,0,0,0
,(S),(S),82.79,0,(S)
,100,0,0,0,0
,4.92,0,(S),0,89.34
,15.57,0,50,0,13.93
,98.36,0,(S),0,0
,85.25,10.66,0,(S),0
,63.11,22.13,(S),0,9.02
,99.18,(S),0,0,(S)
,92.62,(S),0,0,6.56
,95.9,0,0,0,(S)
,64.75,34.43,0,0,(S)
,96.72,0,(S),0,(S)
,6.56,0,86.07,(S),(S)
,93.44,(S),0,0,4.92
,95.9,(S),0,(S),(S)
,100,0,0,0,0
,95.08,(S),(S),0,(S)
,97.54,0,(S),0,(S)
,(S),0,92.62,0,4.1
,46.72,17.21,(S),(S),31.97
,40.98,13.93,9.02,(S),35.25
,86.07,(S),(S),0,4.1
,97.54,0,0,(S),(S)
,0,(S),95.9,0,(S)
,(S),0,73.77,(S),17.21
,96.72,0,0,(S),(S)
,96.72,0,(S),0,(S)
,95.08,(S),(S),0,0
,93.44,0,(S),0,(S)
,84.43,0,(S),(S),4.1
,(S),86.89,(S),(S),(S)
,86.89,0,(S),(S),7.38
,99.18,0,(S),0,(S)
,(S),(S),0,0,96.72
,82.79,13.93,0,(S),(S)
,99.18,(S),0,0,(S)
,90.16,0,(S),0,(S)
,99.18,(S),0,0,(S)
,100,0,0,0,0
,4.92,(S),86.89,0,(S)
,93.44,(S),4.1,0,(S)
,97.54,(S),0,0,(S)
,95.9,0,(S),0,0
,99.18,0,0,(S),(S)
,95.9,0,(S),0,(S)
,99.18,(S),0,0,(S)
,88.52,(S),(S),0,(S)
,95.9,0,0,0,4.1
,100,0,0,0,0
,90.98,0,(S),(S),4.1
,94.26,0,(S),0,(S)
,84.43,6.56,0,0,4.92
,82.79,(S),0,(S),10.66
,45.08,(S),0,0,53.28
,97.54,0,(S),0,0
,95.08,0,(S),0,(S)
,98.36,(S),0,0,(S)
,96.72,(S),(S),0,0
,0,(S),(S),0,99.18
,97.54,0,(S),0,(S)
,4.1,0,95.9,0,0
,97.54,0,0,(S),(S)
,98.36,0,(S),0,0
,95.9,0,(S),0,(S)
,21.31,(S),0,68.85,(S)
,97.54,(S),0,0,(S)
,96.72,(S),0,0,(S)
,98.36,(S),0,0,0
,96.72,0,0,(S),(S)
,91.8,0,(S),(S),(S)
,95.08,0,0,0,(S)
,9.84,(S),0,(S),86.07
,25.41,(S),13.11,0,58.2
,72.13,4.92,(S),0,21.31
,89.34,(S),0,0,4.92
,23.77,63.93,8.2,0,(S)
,96.72,(S),0,0,(S)
,98.36,0,(S),0,0
,90.16,(S),0,0,6.56
,52.46,8.2,24.59,(S),13.93
,96.72,0,(S),0,(S)
,93.44,4.1,(S),0,(S)
,97.54,0,(S),0,(S)
,68.03,(S),(S),0,31.15
,97.54,(S),0,0,(S)
,91.8,0,(S),(S),5.74
,(S),0,0,(S),96.72
,95.9,0,0,0,4.1
,89.34,(S),4.92,0,(S)
,97.54,(S),0,0,(S)
,96.72,0,0,0,(S)
,77.05,13.11,(S),0,(S)
,86.07,(S),(S),0,(S)
,95.9,0,(S),(S),(S)
,96.72,0,0,0,(S)
,98.36,(S),0,0,(S)
,95.08,0,(S),0,(S)
,95.9,(S),(S),0,(S)
,95.08,0,0,0,4.92
,93.44,(S),(S),(S),(S)
,98.36,0,(S),0,0
,87.7,(S),(S),(S),(S)
,91.8,0,(S),(S),(S)
,91.8,(S),0,0,4.92
,95.08,4.1,(S),0,(S)
,9.84,(S),0,(S),87.7
,96.72,0,(S),0,(S)
,88.52,0,(S),0,6.56
,19.67,(S),47.54,(S),16.39
,4.1,93.44,(S),0,0
,43.44,(S),50,0,(S)
,95.9,0,0,(S),0
,93.44,(S),0,(S),(S)
,7.38,(S),78.69,0,(S)
,97.54,(S),(S),0,(S)
,98.36,0,0,0,(S)
,96.72,(S),0,0,(S)
,4.92,0,78.69,(S),(S)
,99.18,(S),0,0,(S)
,(S),95.9,(S),0,0
,94.26,(S),0,0,4.92
,94.26,0,(S),(S),(S)
